Lemma,Word_Type,Priority,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Personalreferent,s,,gendered,function,"['Personalverwaltung und Personalentwicklung', 'Personalreferent~in~/~Personalreferent', 'Person, die Aufgaben in Personalverwaltung und Personalentwicklung betreuen']","['Personalreferent~innen~ und ~Personalreferenten', 'Personalverwaltung und Personalentwicklung', 'Personen, die Aufgaben in Personalverwaltung und Personalentwicklung betreuen']","['Personalverwaltung und Personalentwicklung', 'Personalreferent~in~/~Personalreferent', 'Person, die Aufgaben in Personalverwaltung und Personalentwicklung betreuen', 'Personalreferent~innen~ und ~Personalreferenten', 'Personen, die Aufgaben in Personalverwaltung und Personalentwicklung betreuen']"
Pferdewart,s,,gendered,titles,"['Pferdewirtschaft', 'Reitsportzentrum', 'Handelsstall', 'Pferdehaltung', 'Pferdewart~in~/~Pferdewart', 'Person, die in einem Betrieb tätig ist, der Pferde hält', 'Person in der Pferdewirtschaft']","['Pferdewart~innen~ und ~Pferdewart', 'Pferdewirtschaft', 'Reitsportzentrum', 'Handelsstall', 'Pferdehaltung', 'Personen, die in einem Betrieb tätig sind, der Pferde hält', 'Personen in der Pferdewirtschaft']","['Pferdewirtschaft', 'Reitsportzentrum', 'Handelsstall', 'Pferdehaltung', 'Pferdewart~in~/~Pferdewart', 'Person, die in einem Betrieb tätig ist, der Pferde hält', 'Person in der Pferdewirtschaft', 'Pferdewart~innen~ und ~Pferdewart', 'Personen, die in einem Betrieb tätig sind, der Pferde hält', 'Personen in der Pferdewirtschaft']"
Pferdewirt,s,,gendered,titles,"['Pferdewirtschaft', 'Reitsportzentrum', 'Handelsstall', 'Pferdehaltung', 'Pferdewirt~in~/~Pferdewirt', 'Person, die in einem Betrieb tätig ist, der Pferde hält', 'Person in der Pferdewirtschaft']","['Pferdewirt~innen~ und ~Pferdewirt', 'Pferdewirtschaft', 'Reitsportzentrum', 'Handelsstall', 'Pferdehaltung', 'Personen, die in einem Betrieb tätig sind, der Pferde hält', 'Personen in der Pferdewirtschaft']","['Pferdewirtschaft', 'Reitsportzentrum', 'Handelsstall', 'Pferdehaltung', 'Pferdewirt~in~/~Pferdewirt', 'Person, die in einem Betrieb tätig ist, der Pferde hält', 'Person in der Pferdewirtschaft', 'Pferdewirt~innen~ und ~Pferdewirt', 'Personen, die in einem Betrieb tätig sind, der Pferde hält', 'Personen in der Pferdewirtschaft']"
Pfleger,s,,gendered,titles,"['Pflege', 'Pflegschaft', 'Pfleger~in~/~Pfleger']","['Pflege', 'Pflegschaft']","['Pflege', 'Pflegschaft', 'Pfleger~in~/~Pfleger']"
Pflästerer,s,,gendered,titles,"['Pflästerei', 'Pflästerer~in~/~Pflästerer']",['Pflästerei'],"['Pflästerei', 'Pflästerer~in~/~Pflästerer']"
Physiklaborant,s,,gendered,titles,"['Physiklabor', 'Physiklaborant~in~/~Physiklaborant']",['Physiklabor'],"['Physiklabor', 'Physiklaborant~in~/~Physiklaborant']"
Pionier,s,,gendered,function,"['Inspiration', 'Pionier~in~/~Pioniere', 'Wegbereiter~in~/~Wegbereiter', 'Person, die neue Wege sucht', 'Person, die Neuland betritt', 'Person, die gewohnte Bahnen verlässt', 'Mensch, der bereit ist, sich neuen Situationen zu stellen', 'Mensch, der Visionen verwirklichen will', 'experimentierfreudiger Mensch', 'Mensch, der Verantwortung übernimmt', 'jemand, der mit gutem Beispiel vorangeht', 'erfinderischer Mensch', 'einfallsreicher Mensch', 'jemand, der inspiriert', 'jemand, der eine Vision vermittelt', 'jemand, der Neues ausprobieren will', 'Aufbruch zu neuen Ufern']","['Pionier~innen~ und ~Pioniere', 'Wegbereiter~innen~ und ~Wegbereiter']","['Inspiration', 'Pionier~in~/~Pioniere', 'Wegbereiter~in~/~Wegbereiter', 'Person, die neue Wege sucht', 'Person, die Neuland betritt', 'Person, die gewohnte Bahnen verlässt', 'Mensch, der bereit ist, sich neuen Situationen zu stellen', 'Mensch, der Visionen verwirklichen will', 'experimentierfreudiger Mensch', 'Mensch, der Verantwortung übernimmt', 'jemand, der mit gutem Beispiel vorangeht', 'erfinderischer Mensch', 'einfallsreicher Mensch', 'jemand, der inspiriert', 'jemand, der eine Vision vermittelt', 'jemand, der Neues ausprobieren will', 'Aufbruch zu neuen Ufern', 'Pionier~innen~ und ~Pioniere', 'Wegbereiter~innen~ und ~Wegbereiter']"
Planer,s,,gendered,titles,"['Planung', 'Planer~in~/~Planer']",['Planung'],"['Planung', 'Planer~in~/~Planer']"
Podologe,s,,gendered,titles,"['Podologie', 'Podolog~in~/~Podologe']",['Podologie'],"['Podologie', 'Podolog~in~/~Podologe']"
Polier,s,,gendered,titles,"['Poliererei', 'Polier~in~/~Polier']",['Poliererei'],"['Poliererei', 'Polier~in~/~Polier']"
Polygraf,s,,gendered,titles,"['Polygrafie', 'Polygraf~in~/~Polygraf']",['Polygrafie'],"['Polygrafie', 'Polygraf~in~/~Polygraf']"
Praktikant,s,,gendered,function,"['Praktikum', 'Praktikant~in~/~Praktikant']","['Praktikant~innen~ und ~Praktikanten', 'Praktikum']","['Praktikum', 'Praktikant~in~/~Praktikant', 'Praktikant~innen~ und ~Praktikanten']"
Praktiker,s,,gendered,function,"['Praxis', 'Praktiker~in~/~Praktiker']","['Praktiker~innen~ und ~Praktiker', 'Praxis']","['Praxis', 'Praktiker~in~/~Praktiker', 'Praktiker~innen~ und ~Praktiker']"
Processor,s,,gendered,titles,"['Processing', 'Prozessor~in~/~Prozessor']",['Processing'],"['Processing', 'Prozessor~in~/~Prozessor']"
Professor,s,,gendered,titles,"['Professur', 'Professor~in~/~Professor']",['Professur'],"['Professur', 'Professor~in~/~Professor']"
Projektteilnehmer,s,,gendered,function,"['Projektmitglied', 'Projektteilnahme', 'Projektteilnehmer~in~/~Projektteilnehmer', 'Projektteam', 'Projektgruppe', 'Projektteilnehmende']","['Projektteilnehmende', 'Projektteilnehmer~innen~ und ~Projektteilnehmer', 'Projektteam', 'Projektgruppe', 'Projektteilnahme']","['Projektteilnahme', 'Projektmitglied', 'Projektteilnehmer~in~/~Projektteilnehmer', 'Projektteam', 'Projektgruppe', 'Projektteilnehmende', 'Projektteilnehmer~innen~ und ~Projektteilnehmer']"
Rangierbegleiter,s,,gendered,titles,"['Rangierbegleitung', 'Rangierbegleiter~in~/~Rangierbegleiter', 'Rangierbegleitende']","['Rangierbegleitende', 'Rangierbegleiter~innen~ und ~Rangierbegleiter', 'Rangierbegleitung']","['Rangierbegleitung', 'Rangierbegleiter~in~/~Rangierbegleiter', 'Rangierbegleitende', 'Rangierbegleiter~innen~ und ~Rangierbegleiter']"
Rangierer,s,,gendered,titles,"['Rangierperson', 'Rangierbetrieb', 'Rangierer~in~/~Rangierer', 'Rangierpersonal']","['Rangierer~innen~ und ~Rangierer', 'Rangierpersonal', 'Rangierbetrieb']","['Rangierbetrieb', 'Rangierperson', 'Rangierer~in~/~Rangierer', 'Rangierpersonal', 'Rangierer~innen~ und ~Rangierer']"
Recyclist,s,,gendered,titles,"['Recycling', 'Recyclist~in~/~Recyclist']",['Recycling'],"['Recycling', 'Recyclist~in~/~Recyclist']"
Reiniger,s,,gendered,titles,"['Reinigungskraft', 'Reinigung', 'Reiniger~in~/~Reiniger']",['Reinigung'],"['Reinigung', 'Reinigungskraft', 'Reiniger~in~/~Reiniger']"
Reparateur,s,,gendered,titles,"['Reparatur', 'Reparateur~in~/~Reparateur']",['Reparatur'],"['Reparatur', 'Reparateur~in~/~Reparateur']"
Researcher,s,,gendered,titles,"['Research', 'Researcher~in~/~Researcher', 'Forscher~in~/~Forscher', 'Researchteam', 'Recherchierende', 'Forschende', 'Person, die recherchiert', 'Person, die forscht']","['Recherchierende', 'Forschende', 'Researcher~innen~ und ~Researcher', 'Forscher~innen~ und ~Forscher', 'Researchteam', 'Research', 'Personen, die recherchieren', 'Personen, die forschen']","['Research', 'Researcher~in~/~Researcher', 'Forscher~in~/~Forscher', 'Person, die recherchiert', 'Person, die forscht', 'Researchteam', 'Recherchierende', 'Forschende', 'Researcher~innen~ und ~Researcher', 'Forscher~innen~ und ~Forscher', 'Personen, die recherchieren', 'Personen, die forschen']"
Risikoträger,s,,gendered,function,"['Risikoträger~in~/~Risikoträger', 'jemand, der Optionen abwägt', 'Mensch, der offen für Neues ist', 'jemand, der Experimente durchführt', 'Person, die neue Methoden ausprobiert', 'jemand, der gern neue Wege geht']",['Risikoträger~innen~ und ~Risikoträger'],"['Risikoträger~in~/~Risikoträger', 'jemand, der Optionen abwägt', 'Mensch, der offen für Neues ist', 'jemand, der Experimente durchführt', 'Person, die neue Methoden ausprobiert', 'jemand, der gern neue Wege geht', 'Risikoträger~innen~ und ~Risikoträger']"
Schlosser,s,,gendered,titles,"['Schlosserei', 'Schlosser~in~/~Schlosser']",['Schlosserei'],"['Schlosserei', 'Schlosser~in~/~Schlosser']"
Schmied,s,,gendered,titles,"['Schmiede', 'Schmied~in~/~Schmied']",['Schmiede'],"['Schmiede', 'Schmied~in~/~Schmied']"
Schreiner,s,,gendered,titles,"['Schreinerei', 'Schreiner~in~/~Schreiner']",['Schreinerei'],"['Schreinerei', 'Schreiner~in~/~Schreiner']"
Scientist,s,,gendered,function,"['Science', 'Wissenschaft', 'Wissenschaftler~in~/~Wissenschaftler']","['Science', 'Wissenschaft']","['Science', 'Wissenschaft', 'Wissenschaftler~in~/~Wissenschaftler']"
Seilbahner,s,,gendered,titles,"['Seilbahn', 'Seilbahner~in~/~Seilbahner']",['Seilbahn'],"['Seilbahn', 'Seilbahner~in~/~Seilbahner']"
Servicetechniker,s,,gendered,titles,"['technische Servicekraft', 'Service', 'technischer Service', 'Servicetechniker~in~/~Servicetechniker', 'Servicepersonal', 'technisches Servicepersonal']","['Servicetechniker~innen~ und ~Servicetechniker', 'Servicepersonal', 'technisches Servicepersonal', 'Service', 'technischer Service']","['Service', 'technischer Service', 'technische Servicekraft', 'Servicetechniker~in~/~Servicetechniker', 'Servicepersonal', 'technisches Servicepersonal', 'Servicetechniker~innen~ und ~Servicetechniker']"
Sicherheitsbeauftragter,s,,gendered,titles,"['Sicherheits-Management', 'Sicherheitsbeauftragt~e~/~Sicherheitsbeauftragter']",['Sicherheits-Management'],"['Sicherheits-Management', 'Sicherheitsbeauftragt~e~/~Sicherheitsbeauftragter']"
Softwarearchitekt,s,,gendered,titles,"['Softwarearchitektur', 'Softwarearchitekt~in~/~Softwarearchitekt']",['Softwarearchitektur'],"['Softwarearchitektur', 'Softwarearchitekt~in~/~Softwarearchitekt']"
Speditionskaufmann,s,,gendered,titles,['Speditionskaufmann'],['Speditionskaufmann'],['Speditionskaufmann']
Spengler,s,,gendered,titles,"['Spenglerei', 'Spengler~in~/~Spengler']",['Spenglerei'],"['Spenglerei', 'Spengler~in~/~Spengler']"
Spezialist,s,,gendered,function,"['Spezialisierung', 'Fachgebiet', 'Spezialgebiet', 'Spezialist~in~/~Spezialist', 'Fachteam', 'Fachleute', 'Fachkundige', 'Sachkundige', 'Fachperson mit einer Spezialisierung (in ...)', 'auf (....) spezialisierte Person']","['Fachleute', 'Fachkundige', 'Sachkundige', 'Spezialist~innen~ und ~Spezialisten', 'Fachfrau~Fachmann', 'Fachteam', 'Spezialisierung', 'Fachgebiet', 'Spezialgebiet', 'Fachleute mit einer Spezialisierung (in ...)', 'auf (...) spezialisierte Leute', 'Sachverständige für (...)']","['Spezialisierung', 'Fachgebiet', 'Spezialgebiet', 'Spezialist~in~/~Spezialist', 'Fachperson mit einer Spezialisierung (in ...)', 'auf (....) spezialisierte Person', 'Fachteam', 'Fachleute', 'Fachkundige', 'Sachkundige', 'Spezialist~innen~ und ~Spezialisten', 'Fachfrau~Fachmann', 'Fachleute mit einer Spezialisierung (in ...)', 'auf (...) spezialisierte Leute', 'Sachverständige für (...)']"
Spitzenreiter,s,,gendered,function,"['Spitzenreiter~in~/~Spitzenreiter', 'Tatmenschen', 'jemand, der gern auf Meilensteine hinarbeitet', 'Mensch, der mit dem Team gemeinsame Ziele angeht', 'Person, die mit dem Team (...) erreichen möchte', 'Person, die unternehmerisch denkt', 'jermand, der Ziele mit Elan anpackt', 'du bist engagiert in deinen Aufgaben']","['Tatmenschen', 'Spitzenreiter~in~ und ~Spitzenreiter', 'alle, die gern auf Meilensteine hinarbeiten', 'Leute, die mit dem Team gemeinsame Ziele angehen', 'jemand, der mit dem Team (...) erreichen möchten', 'Personen, die unternehmerisch denken', 'Leute, die Ziele mit Elan anpacken', 'alle, die engagiert in ihren Aufgaben sind']","['Spitzenreiter~in~/~Spitzenreiter', 'jemand, der gern auf Meilensteine hinarbeitet', 'Mensch, der mit dem Team gemeinsame Ziele angeht', 'Person, die mit dem Team (...) erreichen möchte', 'Person, die unternehmerisch denkt', 'jermand, der Ziele mit Elan anpackt', 'du bist engagiert in deinen Aufgaben', 'Tatmenschen', 'Spitzenreiter~in~ und ~Spitzenreiter', 'alle, die gern auf Meilensteine hinarbeiten', 'Leute, die mit dem Team gemeinsame Ziele angehen', 'jemand, der mit dem Team (...) erreichen möchten', 'Personen, die unternehmerisch denken', 'Leute, die Ziele mit Elan anpacken', 'alle, die engagiert in ihren Aufgaben sind']"
Sportsfreund,s,,gendered,function,"['Sportbegeisterte', 'Fans', 'Person, die ihr Team auf dem gemeinsamen Weg unterstützt', 'Mensch, der ein faires Miteinander schätzt', 'jemand, der mit dem Team auf gemeinsame Ziele hinarbeitet', 'jemand, der gemeinsame Regeln respektiert']","['Sportbegeisterte', 'Fans']","['Person, die ihr Team auf dem gemeinsamen Weg unterstützt', 'Mensch, der ein faires Miteinander schätzt', 'jemand, der mit dem Team auf gemeinsame Ziele hinarbeitet', 'jemand, der gemeinsame Regeln respektiert', 'Sportbegeisterte', 'Fans']"
Steward,s,,gendered,function,"['Bordgastronomie', 'Flugbegleitung', 'Zugsteward~ess~/~Zugsteward', 'Flugbegleiter~in~/~Flugbegleiter']","['Zugsteward~essen~ und ~Zugstewards', 'Flugbegleiter~innen~ und ~Flugbegleiter', 'Bordgastronomie', 'Flugbegleitung']","['Bordgastronomie', 'Flugbegleitung', 'Zugsteward~ess~/~Zugsteward', 'Flugbegleiter~in~/~Flugbegleiter', 'Zugsteward~essen~ und ~Zugstewards', 'Flugbegleiter~innen~ und ~Flugbegleiter']"
Student,s,,gendered,function,"['Studi', 'Mitglied der Studentenschaft', 'Studium', 'Student~in~/~Student', 'Student~innenschaft', 'Studierende', 'Studis', 'Person, die (noch) studiert']","['Studierende', 'Studis', 'Student~innen~ und ~Studenten', 'Student~innenschaft', 'Studium', 'Personen, die studieren']","['Studium', 'Studi', 'Mitglied der Studentenschaft', 'Student~in~/~Student', 'Person, die (noch) studiert', 'Student~innenschaft', 'Studierende', 'Studis', 'Student~innen~ und ~Studenten', 'Personen, die studieren']"
Superstar,s,,gendered,function,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Mensch, der Meilensteine erreichen will', 'Mensch, der Aufgaben engagiert angeht', 'jemand, der mit dem Team gemeinsame Ziele umsetzt', 'jemand, der mit dem Team Aufgaben anpackt', 'jemand, der unternehmerisch denkt', 'jemand, der Ziele mit Elan umsetzt']","['Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Menschen, die Meilensteine erreichen wollen', 'Menschen, die Aufgaben engagiert angehen', 'Leute, die mit dem Team gemeinsame Ziele umsetzen', 'alle, die mit dem Team Aufgaben angagiert anpacken', 'Leute, die unternehmerisch denken', 'alle, die Ziele mit Elan umsetzen']","['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Mensch, der Meilensteine erreichen will', 'Mensch, der Aufgaben engagiert angeht', 'jemand, der mit dem Team gemeinsame Ziele umsetzt', 'jemand, der mit dem Team Aufgaben anpackt', 'jemand, der unternehmerisch denkt', 'jemand, der Ziele mit Elan umsetzt', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Menschen, die Meilensteine erreichen wollen', 'Menschen, die Aufgaben engagiert angehen', 'Leute, die mit dem Team gemeinsame Ziele umsetzen', 'alle, die mit dem Team Aufgaben angagiert anpacken', 'Leute, die unternehmerisch denken', 'alle, die Ziele mit Elan umsetzen']"
Supporter,s,,gendered,function,"['Support', 'Supporter~in~/~Supporter', 'Supportleistende']","['Supportleistende', 'Support']","['Support', 'Supporter~in~/~Supporter', 'Supportleistende']"
Säger,s,,gendered,titles,"['Sägerei', 'Sägemühle', 'Säger~in~/~Säger']","['Sägerei', 'Sägemühle']","['Sägerei', 'Sägemühle', 'Säger~in~/~Säger']"
Technician,s,,gendered,titles,"['Technik', 'Techniker~in~/~Techniker']",['Technik'],"['Technik', 'Techniker~in~/~Techniker']"
Techniker,s,,gendered,titles,"['Technik', 'Techniker~in~/~Techniker']",['Technik'],"['Technik', 'Techniker~in~/~Techniker']"
Technologe,s,,gendered,titles,"['Technologiefachkraft', 'Technology', 'Technologie', 'Technolog~in~/~Technologe']","['Technology', 'Technologie']","['Technology', 'Technologie', 'Technologiefachkraft', 'Technolog~in~/~Technologe']"
Technologist,s,,gendered,titles,"['Technologiefachkraft', 'Technology', 'Technologie', 'Technolog~in~/~Technologe']","['Technology', 'Technologie']","['Technology', 'Technologie', 'Technologiefachkraft', 'Technolog~in~/~Technologe']"
Teilnehmer,s,,gendered,function,"['Teilnahme', 'Teilnehmer~in~/~Teilnehmer', 'Teilnehmende']","['Teilnehmende', 'Teilnehmer~innen~ und ~Teilnehmer', 'Teilnahme']","['Teilnahme', 'Teilnehmer~in~/~Teilnehmer', 'Teilnehmende', 'Teilnehmer~innen~ und ~Teilnehmer']"
Teilnehmerliste,s,,gendered,hidden_image,"['Teilnahmeliste', 'Liste der Teilnehmenden', 'Teilnahmelisten', 'Listen aller Teilnehmenden']","['Teilnahmelisten', 'Listen aller Teilnehmenden']","['Teilnahmeliste', 'Liste der Teilnehmenden', 'Teilnahmelisten', 'Listen aller Teilnehmenden']"
Telematiker,s,,gendered,titles,"['Telematik', 'Telematiker~in~/~Telematiker']",['Telematik'],"['Telematik', 'Telematiker~in~/~Telematiker']"
Tester,s,,gendered,function,"['Testing', 'Test', 'Tester~in~/~Tester', 'Testende']","['Testende', 'Tester~innen~ und ~Tester', 'Testing', 'Test']","['Testing', 'Test', 'Tester~in~/~Tester', 'Testende', 'Tester~innen~ und ~Tester']"
Theatermaler,s,,gendered,titles,"['Theatermalerei', 'Theatermaler~in~/~Theatermaler']",['Theatermalerei'],"['Theatermalerei', 'Theatermaler~in~/~Theatermaler']"
Top-Performer,s,20-12-2021,gendered,function,"['Kümmerer', 'Team-Mentor', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmenschen', 'Mitdenkende', 'engagierte Mitarbeitende', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'jemand mit Blick fürs große Ganze', 'Mensch, dem Meilensteine am Herzen liegen', 'Mensch, der Aufgaben konstruktiv und engagiert angeht', 'jemand, der mit dem Team Ziele gemeinsam umsetzt', 'jemand, der mit dem Team Aufgaben anpackt', 'jemand, der unternehmerisch denkt', 'jemand, der Ziele mit Elan umsetzt']","['Tatmenschen', 'Mitdenkende', 'engagierte Mitarbeitende', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Leute mit Blick fürs große Ganze', 'Menschen, denen Meilensteine am Herzen liegen', 'Menschen, die Aufgaben konstruktiv und engagiert angehen', 'Leute, die mit dem Team Ziele gemeinsam umsetzen', 'alle, die mit dem Team Aufgaben angagiert anpacken', 'Leute, die unternehmerisch denken', 'alle, die Ziele mit Elan umsetzen']","['Kümmerer', 'Team-Mentor', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'jemand mit Blick fürs große Ganze', 'Mensch, dem Meilensteine am Herzen liegen', 'Mensch, der Aufgaben konstruktiv und engagiert angeht', 'jemand, der mit dem Team Ziele gemeinsam umsetzt', 'jemand, der mit dem Team Aufgaben anpackt', 'jemand, der unternehmerisch denkt', 'jemand, der Ziele mit Elan umsetzt', 'Tatmenschen', 'Mitdenkende', 'engagierte Mitarbeitende', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Leute mit Blick fürs große Ganze', 'Menschen, denen Meilensteine am Herzen liegen', 'Menschen, die Aufgaben konstruktiv und engagiert angehen', 'Leute, die mit dem Team Ziele gemeinsam umsetzen', 'alle, die mit dem Team Aufgaben angagiert anpacken', 'Leute, die unternehmerisch denken', 'alle, die Ziele mit Elan umsetzen']"
